Conditions;ICD-10;ICD-11
Primary ciliary dyskinesia;Q34.8;LA75.Y
Primary ciliary dyskinesia;Q34.8;LA75.Y
Nager syndrome;Q75.4;LD25.2
Postaxial acrofacial dysostosis;Q75.4;LD25.2
Autosomal recessive hypohidrotic ectodermal dysplasia;Q82.4;LD27.02
Autosomal recessive hypohidrotic ectodermal dysplasia;Q82.4;LD27.02
Autosomal recessive hypohidrotic ectodermal dysplasia;Q82.4;LD27.02
Autosomal recessive hypohidrotic ectodermal dysplasia;Q82.4;LD27.02
Early-onset generalized limb-onset dystonia;G24.1;8A02.0Y
Early-onset generalized limb-onset dystonia;G24.1;8A02.0Y
Early-onset generalized limb-onset dystonia;G24.1;8A02.0Y
Epidermolysis bullosa simplex with muscular dystrophy;Q81.0;EC30
Laminin subunit alpha 2-related congenital muscular dystrophy;G71.2;
Autosomal dominant limb-girdle muscular dystrophy type 1A;G71.0;8C70.40
Calpain-3-related limb-girdle muscular dystrophy R1;G71.0;8C70.41
Dysferlin-related limb-girdle muscular dystrophy R2;G71.0;8C70.41
Facioscapulohumeral dystrophy;G71.0;8C70.3
Facioscapulohumeral dystrophy;G71.0;8C70.3
Facioscapulohumeral dystrophy;G71.0;8C70.3
Facioscapulohumeral dystrophy;G71.0;8C70.3
Oculopharyngeal muscular dystrophy;G71.0;9C82.1
Congenital muscular dystrophy, Fukuyama type;G71.0;8C70.6
Bernard-Soulier syndrome;D69.1;3B62.01
Bernard-Soulier syndrome;D69.1;3B62.01
Bernard-Soulier syndrome;D69.1;3B62.01
Severe combined immunodeficiency due to DCLRE1C deficiency;D81.1;4A01.10
T-B+ severe combined immunodeficiency due to gamma chain deficiency;D81.2;4A01.10
Severe combined immunodeficiency due to adenosine deaminase deficiency;D81.3;4A01.10
NON RARE IN EUROPE: Age-related macular degeneration;;
NON RARE IN EUROPE: Age-related macular degeneration;;
NON RARE IN EUROPE: Age-related macular degeneration;;
NON RARE IN EUROPE: Age-related macular degeneration;;
NON RARE IN EUROPE: Age-related macular degeneration;;
NON RARE IN EUROPE: Age-related macular degeneration;;
NON RARE IN EUROPE: Age-related macular degeneration;;
NON RARE IN EUROPE: Age-related macular degeneration;;
NON RARE IN EUROPE: Age-related macular degeneration;;
NON RARE IN EUROPE: Age-related macular degeneration;;
NON RARE IN EUROPE: Age-related macular degeneration;;
NON RARE IN EUROPE: Age-related macular degeneration;;
Wolf-Hirschhorn syndrome;Q93.3;LD44.41
Wolf-Hirschhorn syndrome;Q93.3;LD44.41
Wolf-Hirschhorn syndrome;Q93.3;LD44.41
Wolf-Hirschhorn syndrome;Q93.3;LD44.41
Wolf-Hirschhorn syndrome;Q93.3;LD44.41
Wolf-Hirschhorn syndrome;Q93.3;LD44.41
Monosomy 5p;Q93.4;LD44.51
Monosomy 5p;Q93.4;LD44.51
Vascular Ehlers-Danlos syndrome;Q79.6;LD28.1Y
Classical Ehlers-Danlos syndrome;Q79.6;LD28.10
Classical Ehlers-Danlos syndrome;Q79.6;LD28.10
Classical Ehlers-Danlos syndrome;Q79.6;LD28.10
Hereditary elliptocytosis;D58.1;3A10.2
Hereditary elliptocytosis;D58.1;3A10.2
Hereditary elliptocytosis;D58.1;3A10.2
Hereditary elliptocytosis;D58.1;3A10.2
Ellis Van Creveld syndrome;Q77.6;LD27.0Y
Ellis Van Creveld syndrome;Q77.6;LD27.0Y
Ellis Van Creveld syndrome;Q77.6;LD27.0Y
Ellis Van Creveld syndrome;Q77.6;LD27.0Y
Ellis Van Creveld syndrome;Q77.6;LD27.0Y
Ellis Van Creveld syndrome;Q77.6;LD27.0Y
Ollier disease;Q78.4;2E83.Z
Ollier disease;Q78.4;2E83.Z
Ollier disease;Q78.4;2E83.Z
Mitochondrial neurogastrointestinal encephalomyopathy;G71.3;5C53.20
Mitochondrial neurogastrointestinal encephalomyopathy;G71.3;5C53.20
Mitochondrial neurogastrointestinal encephalomyopathy;G71.3;5C53.20
Mitochondrial neurogastrointestinal encephalomyopathy;G71.3;5C53.20
Bifunctional enzyme deficiency;E71.3;5C57.1
Bifunctional enzyme deficiency;E71.3;5C57.1
Epidermodysplasia verruciformis;;
Epidermodysplasia verruciformis;;
Epidermodysplasia verruciformis;;
Epidermodysplasia verruciformis;;
Benign familial infantile epilepsy;G40.3;8A61.10
Benign familial infantile epilepsy;G40.3;8A61.10
Benign familial infantile epilepsy;G40.3;8A61.10
Benign familial infantile epilepsy;G40.3;8A61.10
Benign familial infantile epilepsy;G40.3;8A61.10
Juvenile myoclonic epilepsy;G40.3;8A61.30
Juvenile myoclonic epilepsy;G40.3;8A61.30
Juvenile myoclonic epilepsy;G40.3;8A61.30
Juvenile myoclonic epilepsy;G40.3;8A61.30
Juvenile myoclonic epilepsy;G40.3;8A61.30
Juvenile myoclonic epilepsy;G40.3;8A61.30
Juvenile myoclonic epilepsy;G40.3;8A61.30
Juvenile myoclonic epilepsy;G40.3;8A61.30
Progressive myoclonic epilepsy type 1;G40.3;8A61.41
Progressive myoclonic epilepsy type 1;G40.3;8A61.41
Progressive myoclonic epilepsy type 1;G40.3;8A61.41
Autosomal dominant epidermolytic ichthyosis;Q80.3;EC20.03
Autosomal dominant epidermolytic ichthyosis;Q80.3;EC20.03
Lamellar ichthyosis;Q80.2;EC20.02
Lamellar ichthyosis;Q80.2;EC20.02
Lamellar ichthyosis;Q80.2;EC20.02
Lamellar ichthyosis;Q80.2;EC20.02
Lamellar ichthyosis;Q80.2;EC20.02
Lamellar ichthyosis;Q80.2;EC20.02
Lamellar ichthyosis;Q80.2;EC20.02
Lamellar ichthyosis;Q80.2;EC20.02
Lamellar ichthyosis;Q80.2;EC20.02
Lamellar ichthyosis;Q80.2;EC20.02
Progressive symmetric erythrokeratodermia;Q82.8;EC20.0Y
Progressive symmetric erythrokeratodermia;Q82.8;EC20.0Y
Progressive symmetric erythrokeratodermia;Q82.8;EC20.0Y
Progressive symmetric erythrokeratodermia;Q82.8;EC20.0Y
Erythrokeratodermia variabilis;Q82.8;EC20.0Y
Erythrokeratodermia variabilis;Q82.8;EC20.0Y
Erythrokeratodermia variabilis;Q82.8;EC20.0Y
Erythrokeratodermia variabilis;Q82.8;EC20.0Y
Skeletal Ewing sarcoma;C41.4;
Skeletal Ewing sarcoma;C40.3;
Skeletal Ewing sarcoma;C41.2;
Skeletal Ewing sarcoma;C41.3;
Skeletal Ewing sarcoma;C40.0;
Skeletal Ewing sarcoma;C40.1;
Skeletal Ewing sarcoma;C40.2;
Skeletal Ewing sarcoma;C41.4;
Skeletal Ewing sarcoma;C40.3;
Skeletal Ewing sarcoma;C41.2;
Skeletal Ewing sarcoma;C41.3;
Skeletal Ewing sarcoma;C40.0;
Skeletal Ewing sarcoma;C40.1;
Skeletal Ewing sarcoma;C40.2;
Skeletal Ewing sarcoma;C41.4;
Skeletal Ewing sarcoma;C40.3;
Skeletal Ewing sarcoma;C41.2;
Skeletal Ewing sarcoma;C41.3;
Skeletal Ewing sarcoma;C40.0;
Skeletal Ewing sarcoma;C40.1;
Skeletal Ewing sarcoma;C40.2;
Skeletal Ewing sarcoma;C41.4;
Skeletal Ewing sarcoma;C40.3;
Skeletal Ewing sarcoma;C41.2;
Skeletal Ewing sarcoma;C41.3;
Skeletal Ewing sarcoma;C40.0;
Skeletal Ewing sarcoma;C40.1;
Skeletal Ewing sarcoma;C40.2;
Skeletal Ewing sarcoma;C41.4;
Skeletal Ewing sarcoma;C40.3;
Skeletal Ewing sarcoma;C41.2;
Skeletal Ewing sarcoma;C41.3;
Skeletal Ewing sarcoma;C40.0;
Skeletal Ewing sarcoma;C40.1;
Skeletal Ewing sarcoma;C40.2;
Apparent mineralocorticoid excess;E26.8;5A76.Y
Multiple osteochondromas;Q78.6;LD24.20
Multiple osteochondromas;Q78.6;LD24.20
NON RARE IN EUROPE: FG syndrome phenotypic spectrum;;
NON RARE IN EUROPE: FG syndrome phenotypic spectrum;;
NON RARE IN EUROPE: FG syndrome phenotypic spectrum;;
NON RARE IN EUROPE: FG syndrome phenotypic spectrum;;
Fabry disease;E75.2;5C56.01
Congenital factor II deficiency;D68.2;3B14.Z
Congenital factor V deficiency;D68.2;3B14.Z
Congenital factor VII deficiency;D68.2;3B14.Z
Congenital factor X deficiency;D68.2;3B14.1
Congenital factor XI deficiency;D68.1;3B13
Congenital factor XII deficiency;D68.2;3B15
Congenital factor XIII deficiency;D68.2;3B14.Z
Congenital factor XIII deficiency;D68.2;3B14.Z
Congenital intrinsic factor deficiency;D51.0;3A01.0
Farber disease;E75.2;5C56.0Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Familial atrial fibrillation;I48.9;BC65.Y
Fibrodysplasia ossificans progressiva;M61.1;FB31.1
Familial Mediterranean fever;E85.0;4A60.0
Hyperimmunoglobulinemia D with periodic fever;E85.0;4A60.Y
Frasier syndrome;N04.1;LD2A.Y
Fructose-1,6-bisphosphatase deficiency;E74.1;5C51.5Y
Fucosidosis;E77.1;5C56.21
Galactosialidosis;E77.1;5C56.21
Gamma-sarcoglycan-related limb-girdle muscular dystrophy R5;G71.0;8C70.41
Gerstmann-Straussler-Scheinker syndrome;A81.8;8E02.1
NON RARE IN EUROPE: Gilbert syndrome;E80.4;
Gitelman syndrome;N15.8;5C64.41
Gitelman syndrome;N15.8;5C64.41
Familial glucocorticoid deficiency;E27.1;5A74.Y
Familial glucocorticoid deficiency;E27.1;5A74.Y
Familial glucocorticoid deficiency;E27.1;5A74.Y
Familial glucocorticoid deficiency;E27.1;5A74.Y
Familial glucocorticoid deficiency;E27.1;5A74.Y
NON RARE IN EUROPE: Glucose-6-phosphate-dehydrogenase deficiency;D55.0;
Glycogen storage disease due to glycogen debranching enzyme deficiency;E74.0;5C51.3
Glycogen storage disease due to muscle glycogen phosphorylase deficiency;E74.0;5C51.3
Glycogen storage disease due to liver glycogen phosphorylase deficiency;E74.0;5C51.3
Glycogen storage disease due to muscle phosphofructokinase deficiency;E74.0;5C51.3
Simpson-Golabi-Behmel syndrome;Q87.3;LD2C
Simpson-Golabi-Behmel syndrome;Q87.3;LD2C
Gordon syndrome;Q68.8;LD26.4Y
Gorlin syndrome;C44.9;LD2D.4
Gorlin syndrome;C44.9;LD2D.4
Gorlin syndrome;C44.9;LD2D.4
Chronic granulomatous disease;D71;4A00.0Y
Chronic granulomatous disease;D71;4A00.0Y
Chronic granulomatous disease;D71;4A00.0Y
Chronic granulomatous disease;D71;4A00.0Y
Chronic granulomatous disease;D71;4A00.0Y
Chronic granulomatous disease;D71;4A00.0Y
Greig cephalopolysyndactyly syndrome;Q87.0;LD26.2
Guanidinoacetate methyltransferase deficiency;E72.8;5C53.4
Huriez syndrome;Q82.8;EC20.30
NON RARE IN EUROPE: Hidradenitis suppurativa;L73.2;
NON RARE IN EUROPE: Hidradenitis suppurativa;L73.2;
NON RARE IN EUROPE: Hidradenitis suppurativa;L73.2;
Hirschsprung disease;Q43.1;LB16.1
Hirschsprung disease;Q43.1;LB16.1
Hirschsprung disease;Q43.1;LB16.1
Hirschsprung disease;Q43.1;LB16.1
Hirschsprung disease;Q43.1;LB16.1
Hirschsprung disease;Q43.1;LB16.1
Hirschsprung disease;Q43.1;LB16.1
Hirschsprung disease;Q43.1;LB16.1
Hirschsprung disease;Q43.1;LB16.1
Hirschsprung disease;Q43.1;LB16.1
Hirschsprung disease;Q43.1;LB16.1
Hirschsprung disease;Q43.1;LB16.1
Hirschsprung disease;Q43.1;LB16.1
Hirschsprung disease;Q43.1;LB16.1
Langerhans cell histiocytosis;C96.0;2B31.2
Langerhans cell histiocytosis;C96.0;2B31.20
Langerhans cell histiocytosis;C96.0;2B31.2Y
Langerhans cell histiocytosis;C96.5;2B31.2
Langerhans cell histiocytosis;C96.5;2B31.20
Langerhans cell histiocytosis;C96.5;2B31.2Y
Langerhans cell histiocytosis;C96.6;2B31.2
Langerhans cell histiocytosis;C96.6;2B31.20
Langerhans cell histiocytosis;C96.6;2B31.2Y
Langerhans cell histiocytosis;C96.0;2B31.2
Langerhans cell histiocytosis;C96.0;2B31.20
Langerhans cell histiocytosis;C96.0;2B31.2Y
Langerhans cell histiocytosis;C96.5;2B31.2
Langerhans cell histiocytosis;C96.5;2B31.20
Langerhans cell histiocytosis;C96.5;2B31.2Y
Langerhans cell histiocytosis;C96.6;2B31.2
Langerhans cell histiocytosis;C96.6;2B31.20
Langerhans cell histiocytosis;C96.6;2B31.2Y
Langerhans cell histiocytosis;C96.0;2B31.2
Langerhans cell histiocytosis;C96.0;2B31.20
Langerhans cell histiocytosis;C96.0;2B31.2Y
Langerhans cell histiocytosis;C96.5;2B31.2
Langerhans cell histiocytosis;C96.5;2B31.20
Langerhans cell histiocytosis;C96.5;2B31.2Y
Langerhans cell histiocytosis;C96.6;2B31.2
Langerhans cell histiocytosis;C96.6;2B31.20
Langerhans cell histiocytosis;C96.6;2B31.2Y
Holt-Oram syndrome;Q87.2;LD2F.1Y
46,XX testicular disorder of sex development;;
46,XX testicular disorder of sex development;;
46,XX testicular disorder of sex development;;
46,XX testicular disorder of sex development;;
46,XX testicular disorder of sex development;;
Classic homocystinuria;E72.1;
Homocystinuria due to methylene tetrahydrofolate reductase deficiency;E72.1;5C63.1
Giant cell arteritis;M31.6;4A44.2
Giant cell arteritis;M31.6;4A44.2
Giant cell arteritis;M31.6;4A44.2
Giant cell arteritis;M31.6;4A44.2
Huntington disease;G10;8A01.10
Huntington disease;G10;8A01.10
Familial hyperaldosteronism type I;E26.0;5A72.0
Familial hyperaldosteronism type I;E26.0;5A72.0
Familial hyperaldosteronism type II;E26.0;5A72.0
NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia;E78.0;
NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia;E78.0;
NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia;E78.0;
NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia;E78.0;
NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia;E78.0;
NON RARE IN EUROPE: Heterozygous familial hypercholesterolemia;E78.0;
Dysbetalipoproteinemia;E78.2;5C80.2
NON RARE IN EUROPE: Hyperlipoproteinemia type 4;E78.1;
NON RARE IN EUROPE: Hyperlipoproteinemia type 4;E78.1;
Gyrate atrophy of choroid and retina;E72.4;5C50.9
Hyperornithinemia-hyperammonemia-homocitrullinuria syndrome;E72.4;5C50.AY
Neonatal severe primary hyperparathyroidism;E21.0;5A51.0
Neonatal severe primary hyperparathyroidism;E21.0;5A51.0
Hyperprolinemia type 1;E72.5;5C50.8
Malignant hyperthermia of anesthesia;T88.3;8C78
Malignant hyperthermia of anesthesia;T88.3;8C78
Familial hyperthyroidism due to mutations in TSH receptor;E05.8;5A02.Y
Apolipoprotein A-I deficiency;E78.6;5C81.0
Apolipoprotein A-I deficiency;E78.6;5C81.0
NON RARE IN EUROPE: Familial hypobetalipoproteinemia;;
NON RARE IN EUROPE: Familial hypobetalipoproteinemia;;
NON RARE IN EUROPE: Familial hypobetalipoproteinemia;;
NON RARE IN EUROPE: Familial hypobetalipoproteinemia;;
NON RARE IN EUROPE: Familial hypobetalipoproteinemia;;
NON RARE IN EUROPE: Familial hypobetalipoproteinemia;;
NON RARE IN EUROPE: Familial hypobetalipoproteinemia;;
Autosomal dominant hypocalcemia;E20.8;5A50.0Y
Autosomal dominant hypocalcemia;E20.8;5A50.0Y
Hypochondroplasia;Q77.4;LD24.01
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Normosmic congenital hypogonadotropic hypogonadism;E23.0;5A61.0
Marie Unna hereditary hypotrichosis;Q84.0;EC21.2
Marie Unna hereditary hypotrichosis;Q84.0;EC21.2
Paroxysmal nocturnal hemoglobinuria;D59.5;3A21.0
X-linked lissencephaly with abnormal genitalia;Q04.3;LD20.1
Superficial epidermolytic ichthyosis;Q80.8;EC20.03
Harlequin ichthyosis;Q80.4;EC20.02
Recessive X-linked ichthyosis;Q80.1;EC20.01
Recessive X-linked ichthyosis;Q80.1;EC20.01
NON RARE IN EUROPE: Autosomal dominant ichthyosis vulgaris;Q80.0;
Incontinentia pigmenti;Q82.3;LD27.00
Congenital plasminogen activator inhibitor type 1 deficiency;D68.8;3B50.1
Fatal familial insomnia;A81.8;8E02.2
Hereditary fructose intolerance;E74.1;5C51.50
Lysinuric protein intolerance;E72.0;5C60.Y
Jeune syndrome;Q77.2;LD24.B1
Jeune syndrome;Q77.2;LD24.B1
Jeune syndrome;Q77.2;LD24.B1
Jeune syndrome;Q77.2;LD24.B1
Jeune syndrome;Q77.2;LD24.B1
Jeune syndrome;Q77.2;LD24.B1
Jeune syndrome;Q77.2;LD24.B1
Jeune syndrome;Q77.2;LD24.B1
Jeune syndrome;Q77.2;LD24.B1
Jeune syndrome;Q77.2;LD24.B1
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
Joubert syndrome;Q04.3;LD20.00
KID syndrome;Q80.8;LD27.2
KID syndrome;Q80.8;LD27.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kallmann syndrome;E23.0;5A61.2
Kearns-Sayre syndrome;H49.8;9C82.0
Kearns-Sayre syndrome;H49.8;9C82.0
Kennedy disease;G12.2;8B61.4
Congenital high-molecular-weight kininogen deficiency;D68.8;3B15
Kniest dysplasia;Q77.7;LD24.3
Autosomal dominant severe congenital neutropenia;D70;4B00.00
Autosomal dominant severe congenital neutropenia;D70;4B00.00
Autosomal dominant severe congenital neutropenia;D70;4B00.00
Autosomal dominant severe congenital neutropenia;D70;4B00.00
Autosomal dominant severe congenital neutropenia;D70;4B00.00
Keratoderma hereditarium mutilans;Q82.8;
Noonan syndrome with multiple lentigines;Q87.1;LD2F.1Y
Noonan syndrome with multiple lentigines;Q87.1;LD2F.1Y
Noonan syndrome with multiple lentigines;Q87.1;LD2F.1Y
Lafora disease;G40.3;8A61.41
Lafora disease;G40.3;8A61.41
Trichorhinophalangeal syndrome type 2;Q87.8;LD24.80
Trichorhinophalangeal syndrome type 2;Q87.8;LD24.80
Larsen syndrome;Q74.8;LD24.E
Graham Little-Piccardi-Lassueur syndrome;L66.1;EA91.2
Leprechaunism;E34.8;5A44
Lesch-Nyhan syndrome;E79.1;5C55.01
Acute promyelocytic leukemia;C92.4;XH1A50
Acute promyelocytic leukemia;C92.4;2A60.0
Acute promyelocytic leukemia;C92.4;XH1A50
Acute promyelocytic leukemia;C92.4;2A60.0
Acute promyelocytic leukemia;C92.4;XH1A50
Acute promyelocytic leukemia;C92.4;2A60.0
Acute promyelocytic leukemia;C92.4;XH1A50
Acute promyelocytic leukemia;C92.4;2A60.0
Acute promyelocytic leukemia;C92.4;XH1A50
Acute promyelocytic leukemia;C92.4;2A60.0
Acute promyelocytic leukemia;C92.4;XH1A50
Acute promyelocytic leukemia;C92.4;2A60.0
Acute promyelocytic leukemia;C92.4;XH1A50
Acute promyelocytic leukemia;C92.4;2A60.0
Acute promyelocytic leukemia;C92.4;XH1A50
Acute promyelocytic leukemia;C92.4;2A60.0
Acute promyelocytic leukemia;C92.4;XH1A50
Acute promyelocytic leukemia;C92.4;2A60.0
Acute promyelocytic leukemia;C92.4;XH1A50
Acute promyelocytic leukemia;C92.4;2A60.0
Acute promyelocytic leukemia;C92.4;XH1A50
Acute promyelocytic leukemia;C92.4;2A60.0
Acute promyelocytic leukemia;C92.4;XH1A50
Acute promyelocytic leukemia;C92.4;2A60.0
Acute promyelocytic leukemia;C92.4;XH1A50
Acute promyelocytic leukemia;C92.4;2A60.0
Chronic myeloid leukemia;C92.1;XH4XG8
Chronic myeloid leukemia;C92.1;2B33.2
Chronic myeloid leukemia;C92.1;XH4XG8
Chronic myeloid leukemia;C92.1;2B33.2
Chronic myeloid leukemia;C92.1;XH4XG8
Chronic myeloid leukemia;C92.1;2B33.2
Hereditary leiomyomatosis and renal cell cancer;C64;2C90.Y
Li-Fraumeni syndrome;C97;2B51.Y
Li-Fraumeni syndrome;C97;2B51.Y
Li-Fraumeni syndrome;C97;2B51.Y
Li-Fraumeni syndrome;C97;2B51.Y
Liddle syndrome;I15.1;BA04.Y
Liddle syndrome;I15.1;BA04.Y
Liddle syndrome;I15.1;BA04.Y
Congenital generalized lipodystrophy;E88.1;LD27.60
Congenital generalized lipodystrophy;E88.1;LD27.60
Congenital generalized lipodystrophy;E88.1;LD27.60
Congenital generalized lipodystrophy;E88.1;LD27.60
Congenital generalized lipodystrophy;E88.1;LD27.60
Congenital generalized lipodystrophy;E88.1;LD27.60
Lipoid proteinosis;E78.8;LD27.Y
Miller-Dieker syndrome;Q04.3;LD20.1
Miller-Dieker syndrome;Q04.3;LD20.1
Miller-Dieker syndrome;Q04.3;LD20.1
Oculocerebrorenal syndrome of Lowe;E72.0;5C60.0
Systemic lupus erythematosus;M32.0;4A40.0
Systemic lupus erythematosus;M32.1;4A40.0
Systemic lupus erythematosus;M32.8;4A40.0
Systemic lupus erythematosus;M32.9;4A40.0
Systemic lupus erythematosus;M32.0;4A40.0
Systemic lupus erythematosus;M32.1;4A40.0
Systemic lupus erythematosus;M32.8;4A40.0
Systemic lupus erythematosus;M32.9;4A40.0
Systemic lupus erythematosus;M32.0;4A40.0
Systemic lupus erythematosus;M32.1;4A40.0
Systemic lupus erythematosus;M32.8;4A40.0
Systemic lupus erythematosus;M32.9;4A40.0
Systemic lupus erythematosus;M32.0;4A40.0
Systemic lupus erythematosus;M32.1;4A40.0
Systemic lupus erythematosus;M32.8;4A40.0
Systemic lupus erythematosus;M32.9;4A40.0
Systemic lupus erythematosus;M32.0;4A40.0
Systemic lupus erythematosus;M32.1;4A40.0
Systemic lupus erythematosus;M32.8;4A40.0
Systemic lupus erythematosus;M32.9;4A40.0
Systemic lupus erythematosus;M32.0;4A40.0
Systemic lupus erythematosus;M32.1;4A40.0
Systemic lupus erythematosus;M32.8;4A40.0
Systemic lupus erythematosus;M32.9;4A40.0
Systemic lupus erythematosus;M32.0;4A40.0
Systemic lupus erythematosus;M32.1;4A40.0
Systemic lupus erythematosus;M32.8;4A40.0
Systemic lupus erythematosus;M32.9;4A40.0
Systemic lupus erythematosus;M32.0;4A40.0
